Número de Orden;Número de Mesa;Nombre del Plato; Costo Unitario ; Precio Unitario ;Cantidad Ordenada; Ganancia Bruta ;Ganancia Neta;Procentaje de ganancia;Tiempo de Preparación;Tiempo en formato;Observaciones;Estado de la Orden
512;2;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;6;0:06:00;Sin cebolla;
512;2;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;53;0:53:00;Sin cebolla;
513;8;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;56;0:56:00;Sin cebolla;
514;18;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;21;0:21:00;Ninguna;
514;18;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;56;0:56:00;Sin cebolla;
514;18;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;25;0:25:00;Sin cebolla;
514;18;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;10;0:10:00;Ninguna;
515;19;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;13;0:13:00;Sin cebolla;
516;7;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;43;0:43:00;Ninguna;
516;7;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;40;0:40:00;Ninguna;
516;7;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;14;0:14:00;Ninguna;
517;4;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;6;0:06:00;Ninguna;
517;4;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;44;0:44:00;Ninguna;
517;4;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;15;0:15:00;Sin cebolla;
518;5;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;48;0:48:00;Ninguna;
518;5;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;5;0:05:00;Sin cebolla;
519;6;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;49;0:49:00;Ninguna;
519;6;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;51;0:51:00;Sin cebolla;
519;6;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;56;0:56:00;Ninguna;
520;4;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;46;0:46:00;Ninguna;
520;4;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;21;0:21:00;Ninguna;
520;4;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;22;0:22:00;Sin cebolla;
520;4;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;32;0:32:00;Ninguna;
521;18;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;52;0:52:00;Sin cebolla;
521;18;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;18;0:18:00;Ninguna;
521;18;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;21;0:21:00;Sin cebolla;
522;2;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;47;0:47:00;Sin cebolla;
523;4;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;51;0:51:00;Ninguna;
524;16;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;46;0:46:00;Sin cebolla;
524;16;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;15;0:15:00;Ninguna;
525;16;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;23;0:23:00;Sin cebolla;
525;16;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;14;0:14:00;Ninguna;
525;16;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;40;0:40:00;Sin cebolla;
526;4;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;22;0:22:00;Ninguna;
527;19;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;31;0:31:00;Ninguna;
528;14;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;29;0:29:00;Ninguna;
528;14;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;47;0:47:00;Ninguna;
528;14;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;45;0:45:00;Sin cebolla;
529;1;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;24;0:24:00;Sin cebolla;
529;1;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;51;0:51:00;Ninguna;
529;1;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;27;0:27:00;Sin cebolla;
529;1;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;55;0:55:00;Ninguna;
530;7;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;37;0:37:00;Sin cebolla;
530;7;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;50;0:50:00;Sin cebolla;
530;7;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;19;0:19:00;Ninguna;
531;9;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;41;0:41:00;Ninguna;
531;9;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;43;0:43:00;Ninguna;
531;9;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;56;0:56:00;Sin cebolla;
531;9;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;59;0:59:00;Sin cebolla;
532;13;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;24;0:24:00;Sin cebolla;
532;13;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;28;0:28:00;Ninguna;
532;13;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;7;0:07:00;Sin cebolla;
533;1;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;34;0:34:00;Ninguna;
533;1;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;14;0:14:00;Sin cebolla;
534;1;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;56;0:56:00;Sin cebolla;
534;1;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;10;0:10:00;Sin cebolla;
534;1;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;10;0:10:00;Ninguna;
535;15;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;48;0:48:00;Sin cebolla;
535;15;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;9;0:09:00;Ninguna;
535;15;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;42;0:42:00;Ninguna;
535;15;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;14;0:14:00;Ninguna;
536;9;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;29;0:29:00;Sin cebolla;
536;9;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;52;0:52:00;Ninguna;
536;9;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;38;0:38:00;Ninguna;
536;9;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;33;0:33:00;Ninguna;
537;18;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;21;0:21:00;Sin cebolla;
538;14;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;55;0:55:00;Sin cebolla;
538;14;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;39;0:39:00;Ninguna;
538;14;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;58;0:58:00;Sin cebolla;
538;14;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;46;0:46:00;Ninguna;
539;18;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;43;0:43:00;Sin cebolla;
539;18;Plato_6;16,00 €;27,00 €;1;27,00 €;16,00 €;59%;40;0:40:00;Sin cebolla;
539;18;Plato_9;17,00 €;29,00 €;3;87,00 €;51,00 €;59%;18;0:18:00;Ninguna;
539;18;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;28;0:28:00;Ninguna;
540;6;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;47;0:47:00;Ninguna;
540;6;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;35;0:35:00;Ninguna;
541;19;Plato_12;11,00 €;19,00 €;2;38,00 €;22,00 €;58%;31;0:31:00;Ninguna;
541;19;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;21;0:21:00;Ninguna;
541;19;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;35;0:35:00;Ninguna;
541;19;Plato_14;14,00 €;23,00 €;3;69,00 €;42,00 €;61%;37;0:37:00;Ninguna;
542;9;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;17;0:17:00;Sin cebolla;
542;9;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;46;0:46:00;Ninguna;
542;9;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;52;0:52:00;Sin cebolla;
543;19;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;27;0:27:00;Sin cebolla;
543;19;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;5;0:05:00;Ninguna;
543;19;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;42;0:42:00;Sin cebolla;
544;7;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;48;0:48:00;Ninguna;
545;20;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;57;0:57:00;Sin cebolla;
545;20;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;42;0:42:00;Sin cebolla;
546;5;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;33;0:33:00;Sin cebolla;
546;5;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;58;0:58:00;Sin cebolla;
547;9;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;13;0:13:00;Ninguna;
547;9;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;54;0:54:00;Sin cebolla;
547;9;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;30;0:30:00;Sin cebolla;
548;4;Plato_18;20,00 €;34,00 €;1;34,00 €;20,00 €;59%;58;0:58:00;Sin cebolla;
548;4;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;48;0:48:00;Sin cebolla;
549;12;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;19;0:19:00;Ninguna;
549;12;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;20;0:20:00;Sin cebolla;
549;12;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;59;0:59:00;Ninguna;
550;1;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;28;0:28:00;Sin cebolla;
550;1;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;5;0:05:00;Ninguna;
550;1;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;24;0:24:00;Ninguna;
551;4;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;32;0:32:00;Sin cebolla;
551;4;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;11;0:11:00;Ninguna;
551;4;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;29;0:29:00;Ninguna;
551;4;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;51;0:51:00;Sin cebolla;
552;11;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;26;0:26:00;Sin cebolla;
552;11;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;57;0:57:00;Sin cebolla;
552;11;Plato_3;12,00 €;20,00 €;3;60,00 €;36,00 €;60%;32;0:32:00;Sin cebolla;
553;14;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;26;0:26:00;Sin cebolla;
553;14;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;56;0:56:00;Ninguna;
553;14;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;54;0:54:00;Ninguna;
553;14;Plato_12;11,00 €;19,00 €;1;19,00 €;11,00 €;58%;42;0:42:00;Sin cebolla;
554;10;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;55;0:55:00;Sin cebolla;
554;10;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;16;0:16:00;Ninguna;
555;20;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;46;0:46:00;Ninguna;
556;9;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;36;0:36:00;Ninguna;
556;9;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;30;0:30:00;Sin cebolla;
557;7;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;47;0:47:00;Sin cebolla;
557;7;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;22;0:22:00;Sin cebolla;
557;7;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;38;0:38:00;Ninguna;
558;6;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;56;0:56:00;Ninguna;
558;6;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;54;0:54:00;Sin cebolla;
558;6;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;57;0:57:00;Ninguna;
559;11;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;41;0:41:00;Sin cebolla;
560;6;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;36;0:36:00;Sin cebolla;
560;6;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;12;0:12:00;Sin cebolla;
561;4;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;56;0:56:00;Sin cebolla;
561;4;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;8;0:08:00;Sin cebolla;
562;20;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;41;0:41:00;Ninguna;
562;20;Plato_9;17,00 €;29,00 €;2;58,00 €;34,00 €;59%;7;0:07:00;Ninguna;
562;20;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;22;0:22:00;Ninguna;
562;20;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;42;0:42:00;Sin cebolla;
563;12;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;37;0:37:00;Sin cebolla;
564;9;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;7;0:07:00;Sin cebolla;
564;9;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;36;0:36:00;Sin cebolla;
564;9;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;11;0:11:00;Sin cebolla;
565;3;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;19;0:19:00;Ninguna;
565;3;Plato_4;10,00 €;18,00 €;3;54,00 €;30,00 €;56%;53;0:53:00;Sin cebolla;
565;3;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;21;0:21:00;Sin cebolla;
565;3;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;5;0:05:00;Sin cebolla;
566;4;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;56;0:56:00;Ninguna;
567;15;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;9;0:09:00;Ninguna;
567;15;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;34;0:34:00;Sin cebolla;
567;15;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;18;0:18:00;Ninguna;
567;15;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;41;0:41:00;Sin cebolla;
568;5;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;40;0:40:00;Ninguna;
568;5;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;44;0:44:00;Sin cebolla;
569;12;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;26;0:26:00;Ninguna;
569;12;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;32;0:32:00;Sin cebolla;
570;1;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;38;0:38:00;Ninguna;
570;1;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;8;0:08:00;Sin cebolla;
571;15;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;26;0:26:00;Ninguna;
572;19;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;34;0:34:00;Sin cebolla;
572;19;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;10;0:10:00;Sin cebolla;
573;7;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;41;0:41:00;Ninguna;
573;7;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;28;0:28:00;Sin cebolla;
574;20;Plato_10;15,00 €;26,00 €;3;78,00 €;45,00 €;58%;50;0:50:00;Sin cebolla;
574;20;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;40;0:40:00;Ninguna;
574;20;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;37;0:37:00;Sin cebolla;
574;20;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;41;0:41:00;Sin cebolla;
575;15;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;44;0:44:00;Ninguna;
576;9;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;46;0:46:00;Ninguna;
576;9;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;32;0:32:00;Ninguna;
576;9;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;37;0:37:00;Sin cebolla;
577;5;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;10;0:10:00;Sin cebolla;
577;5;Plato_5;13,00 €;22,00 €;1;22,00 €;13,00 €;59%;15;0:15:00;Ninguna;
578;11;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;44;0:44:00;Ninguna;
579;9;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;48;0:48:00;Ninguna;
580;10;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;30;0:30:00;Ninguna;
581;18;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;15;0:15:00;Ninguna;
581;18;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;40;0:40:00;Ninguna;
582;3;Plato_6;16,00 €;27,00 €;2;54,00 €;32,00 €;59%;42;0:42:00;Sin cebolla;
583;9;Plato_12;11,00 €;19,00 €;3;57,00 €;33,00 €;58%;15;0:15:00;Ninguna;
583;9;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;11;0:11:00;Ninguna;
583;9;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;29;0:29:00;Sin cebolla;
583;9;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;50;0:50:00;Sin cebolla;
584;9;Plato_13;13,00 €;21,00 €;1;21,00 €;13,00 €;62%;57;0:57:00;Sin cebolla;
584;9;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;34;0:34:00;Ninguna;
584;9;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;23;0:23:00;Ninguna;
585;3;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;35;0:35:00;Sin cebolla;
585;3;Plato_8;21,00 €;35,00 €;1;35,00 €;21,00 €;60%;8;0:08:00;Sin cebolla;
585;3;Plato_4;10,00 €;18,00 €;2;36,00 €;20,00 €;56%;22;0:22:00;Ninguna;
585;3;Plato_1;15,00 €;25,00 €;1;25,00 €;15,00 €;60%;30;0:30:00;Sin cebolla;
586;17;Plato_11;20,00 €;33,00 €;3;99,00 €;60,00 €;61%;47;0:47:00;Sin cebolla;
586;17;Plato_7;14,00 €;24,00 €;3;72,00 €;42,00 €;58%;45;0:45:00;Ninguna;
587;7;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;43;0:43:00;Sin cebolla;
588;15;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;25;0:25:00;Sin cebolla;
588;15;Plato_1;15,00 €;25,00 €;3;75,00 €;45,00 €;60%;12;0:12:00;Sin cebolla;
589;10;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;45;0:45:00;Ninguna;
589;10;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;59;0:59:00;Ninguna;
589;10;Plato_13;13,00 €;21,00 €;3;63,00 €;39,00 €;62%;7;0:07:00;Ninguna;
589;10;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;9;0:09:00;Ninguna;
590;3;Plato_18;20,00 €;34,00 €;3;102,00 €;60,00 €;59%;43;0:43:00;Sin cebolla;
590;3;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;21;0:21:00;Sin cebolla;
591;11;Plato_20;25,00 €;40,00 €;3;120,00 €;75,00 €;63%;51;0:51:00;Ninguna;
592;5;Plato_5;13,00 €;22,00 €;2;44,00 €;26,00 €;59%;59;0:59:00;Ninguna;
592;5;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;42;0:42:00;Ninguna;
593;17;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;30;0:30:00;Ninguna;
593;17;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;8;0:08:00;Ninguna;
593;17;Plato_11;20,00 €;33,00 €;2;66,00 €;40,00 €;61%;5;0:05:00;Sin cebolla;
593;17;Plato_19;22,00 €;36,00 €;2;72,00 €;44,00 €;61%;5;0:05:00;Ninguna;
594;17;Plato_11;20,00 €;33,00 €;1;33,00 €;20,00 €;61%;5;0:05:00;Ninguna;
594;17;Plato_5;13,00 €;22,00 €;3;66,00 €;39,00 €;59%;44;0:44:00;Ninguna;
594;17;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;49;0:49:00;Ninguna;
595;9;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;5;0:05:00;Ninguna;
595;9;Plato_2;18,00 €;30,00 €;1;30,00 €;18,00 €;60%;44;0:44:00;Sin cebolla;
596;18;Plato_14;14,00 €;23,00 €;2;46,00 €;28,00 €;61%;47;0:47:00;Sin cebolla;
596;18;Plato_7;14,00 €;24,00 €;2;48,00 €;28,00 €;58%;50;0:50:00;Sin cebolla;
596;18;Plato_15;19,00 €;32,00 €;3;96,00 €;57,00 €;59%;42;0:42:00;Sin cebolla;
596;18;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;19;0:19:00;Ninguna;
597;16;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;39;0:39:00;Sin cebolla;
597;16;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;55;0:55:00;Sin cebolla;
597;16;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;39;0:39:00;Sin cebolla;
597;16;Plato_7;14,00 €;24,00 €;1;24,00 €;14,00 €;58%;8;0:08:00;Sin cebolla;
598;9;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;44;0:44:00;Ninguna;
598;9;Plato_15;19,00 €;32,00 €;2;64,00 €;38,00 €;59%;22;0:22:00;Ninguna;
598;9;Plato_17;19,00 €;31,00 €;3;93,00 €;57,00 €;61%;15;0:15:00;Ninguna;
599;11;Plato_18;20,00 €;34,00 €;2;68,00 €;40,00 €;59%;5;0:05:00;Ninguna;
599;11;Plato_17;19,00 €;31,00 €;1;31,00 €;19,00 €;61%;49;0:49:00;Ninguna;
599;11;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;54;0:54:00;Ninguna;
600;14;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;22;0:22:00;Sin cebolla;
600;14;Plato_2;18,00 €;30,00 €;2;60,00 €;36,00 €;60%;43;0:43:00;Ninguna;
601;13;Plato_20;25,00 €;40,00 €;2;80,00 €;50,00 €;63%;11;0:11:00;Sin cebolla;
601;13;Plato_16;16,00 €;28,00 €;3;84,00 €;48,00 €;57%;28;0:28:00;Ninguna;
601;13;Plato_14;14,00 €;23,00 €;1;23,00 €;14,00 €;61%;44;0:44:00;Sin cebolla;
601;13;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;32;0:32:00;Ninguna;
602;12;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;56;0:56:00;Ninguna;
602;12;Plato_5;13,00 €;22,00 €;3;66,00 €;39,00 €;59%;58;0:58:00;Ninguna;
602;12;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;12;0:12:00;Ninguna;
602;12;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;36;0:36:00;Sin cebolla;
603;19;Plato_17;19,00 €;31,00 €;2;62,00 €;38,00 €;61%;17;0:17:00;Ninguna;
604;14;Plato_8;21,00 €;35,00 €;3;105,00 €;63,00 €;60%;42;0:42:00;Ninguna;
605;19;Plato_3;12,00 €;20,00 €;1;20,00 €;12,00 €;60%;47;0:47:00;Ninguna;
605;19;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;24;0:24:00;Sin cebolla;
605;19;Plato_8;21,00 €;35,00 €;2;70,00 €;42,00 €;60%;55;0:55:00;Sin cebolla;
605;19;Plato_2;18,00 €;30,00 €;3;90,00 €;54,00 €;60%;50;0:50:00;Sin cebolla;
606;1;Plato_1;15,00 €;25,00 €;2;50,00 €;30,00 €;60%;47;0:47:00;Ninguna;
606;1;Plato_6;16,00 €;27,00 €;3;81,00 €;48,00 €;59%;48;0:48:00;Sin cebolla;
606;1;Plato_10;15,00 €;26,00 €;2;52,00 €;30,00 €;58%;50;0:50:00;Sin cebolla;
607;10;Plato_20;25,00 €;40,00 €;1;40,00 €;25,00 €;63%;25;0:25:00;Ninguna;
607;10;Plato_16;16,00 €;28,00 €;1;28,00 €;16,00 €;57%;44;0:44:00;Ninguna;
608;7;Plato_9;17,00 €;29,00 €;1;29,00 €;17,00 €;59%;45;0:45:00;Ninguna;
609;1;Plato_15;19,00 €;32,00 €;1;32,00 €;19,00 €;59%;27;0:27:00;Sin cebolla;
610;19;Plato_10;15,00 €;26,00 €;1;26,00 €;15,00 €;58%;39;0:39:00;Sin cebolla;
610;19;Plato_4;10,00 €;18,00 €;1;18,00 €;10,00 €;56%;8;0:08:00;Ninguna;
611;13;Plato_13;13,00 €;21,00 €;2;42,00 €;26,00 €;62%;53;0:53:00;Sin cebolla;
611;13;Plato_19;22,00 €;36,00 €;1;36,00 €;22,00 €;61%;30;0:30:00;Sin cebolla;
612;11;Plato_6;16,00 €;27,00 €;1;27,00 €;16,00 €;59%;26;0:26:00;Ninguna;
612;11;Plato_19;22,00 €;36,00 €;3;108,00 €;66,00 €;61%;37;0:37:00;Ninguna;
612;11;Plato_16;16,00 €;28,00 €;2;56,00 €;32,00 €;57%;15;0:15:00;Ninguna;
612;11;Plato_3;12,00 €;20,00 €;2;40,00 €;24,00 €;60%;51;0:51:00;Ninguna;
